client_id;card_level;creator_employee_id;creation_utc;creation_place_id
48589;2;5187;2014-08-06 17:55:00;3
48595;2;3063;2014-08-06 18:36:00;2
48596;2;4114;2014-08-06 18:48:00;1
48597;2;5187;2014-08-06 18:54:00;3
48602;2;5189;2014-08-06 20:33:00;3
48603;2;5189;2014-08-06 21:04:00;3
48605;2;5159;2014-08-06 21:10:00;1
48611;2;5189;2014-08-06 22:34:00;3
48613;2;5189;2014-08-06 23:44:00;3
48614;2;5189;2014-08-07 02:03:00;3
48619;2;5184;2014-08-07 06:49:00;5
48620;2;5150;2014-08-07 09:01:00;2
48621;2;5184;2014-08-07 10:21:00;5
48626;3;5187;2014-08-07 12:21:00;3
48627;2;5187;2014-08-07 12:23:00;3
48628;2;5187;2014-08-07 12:26:00;3
48629;2;5187;2014-08-07 12:29:00;3
48635;2;5189;2014-08-07 14:45:00;3
48636;2;5184;2014-08-07 15:22:00;5
43447;3;4087;2014-05-18 11:51:00;3
48639;2;1017;2014-08-07 16:24:00;2
48640;2;5189;2014-08-07 16:56:00;3
48641;2;5189;2014-08-07 17:06:00;3
48646;2;4133;2014-08-07 20:16:00;5
48647;2;4115;2014-08-07 23:04:00;1
48648;2;4115;2014-08-07 23:13:00;1
48649;2;4115;2014-08-07 23:16:00;1
48650;2;4115;2014-08-07 23:19:00;1
46812;3;1018;2014-07-06 21:12:00;1
48654;2;5150;2014-08-08 09:57:00;2
48655;2;5150;2014-08-08 10:01:00;2
48661;2;2036;2014-08-08 14:49:00;2
48662;2;3033;2014-08-08 15:26:00;1
48667;2;5174;2014-08-08 18:40:00;3
48668;2;1017;2014-08-08 19:54:00;2
48669;2;1017;2014-08-08 19:56:00;2
48673;2;1017;2014-08-08 20:49:00;2
48674;2;1017;2014-08-08 20:52:00;2
48675;2;1017;2014-08-08 20:56:00;2
48676;2;5189;2014-08-08 21:01:00;3
48681;2;5189;2014-08-08 21:35:00;3
48682;2;5189;2014-08-08 21:44:00;3
48683;2;4087;2014-08-08 21:44:00;3
48688;3;5189;2014-08-09 03:12:00;3
48689;2;5189;2014-08-09 03:13:00;3
33358;3;3035;2014-01-25 21:49:00;1
48680;3;5189;2014-08-08 21:29:00;3
48692;2;4114;2014-08-09 03:55:00;1
48693;2;4114;2014-08-09 03:57:00;1
48694;3;4114;2014-08-09 04:03:00;1
48695;2;4114;2014-08-09 04:06:00;1
48700;2;4114;2014-08-09 04:18:00;1
48701;2;4114;2014-08-09 04:20:00;1
48702;2;4114;2014-08-09 04:22:00;1
48703;2;4114;2014-08-09 04:27:00;1
48705;2;5188;2014-08-09 11:01:00;2
48706;2;5188;2014-08-09 11:37:00;2
48707;2;4115;2014-08-09 12:24:00;1
48708;2;4115;2014-08-09 12:47:00;1
48711;2;4115;2014-08-09 14:29:00;1
48712;2;5173;2014-08-09 16:13:00;5
48713;2;5173;2014-08-09 16:26:00;5
47094;3;5155;2014-07-19 15:00:00;3
48719;2;1017;2014-08-09 18:52:00;2
48724;2;3033;2014-08-09 23:56:00;1
48725;2;5187;2014-08-10 01:13:00;3
48726;2;5187;2014-08-10 01:16:00;3
48729;2;5173;2014-08-10 10:27:00;5
48730;2;5173;2014-08-10 10:31:00;5
48731;2;5173;2014-08-10 10:33:00;5
48732;2;5173;2014-08-10 10:35:00;5
48735;3;1017;2014-08-10 13:26:00;2
48737;2;3033;2014-08-10 14:34:00;1
48743;2;3033;2014-08-10 18:34:00;1
48745;2;3033;2014-08-10 18:38:00;1
48751;2;4141;2014-08-10 22:32:00;3
48752;2;5175;2014-08-11 02:54:00;5
48753;2;5175;2014-08-11 02:57:00;5
48758;2;5184;2014-08-11 11:35:00;5
48759;2;5184;2014-08-11 11:39:00;5
48760;2;5184;2014-08-11 11:41:00;5
48761;2;5184;2014-08-11 11:44:00;5
48762;2;5184;2014-08-11 11:46:00;5
48766;2;2036;2014-08-11 15:51:00;1
48769;2;3053;2014-08-11 18:45:00;2
48770;2;5189;2014-08-11 22:53:00;3
48772;3;4115;2014-08-12 00:47:00;1
48774;2;4115;2014-08-12 00:54:00;1
48773;2;4115;2014-08-12 00:51:00;1
48778;2;2035;2014-08-12 06:57:00;2
48780;2;5173;2014-08-12 09:12:00;5
48516;3;1023;2014-08-03 18:32:00;5
48781;2;5173;2014-08-12 11:43:00;5
48783;2;5175;2014-08-12 14:52:00;5
48784;2;5175;2014-08-12 14:57:00;5
48789;2;3063;2014-08-12 17:43:00;2
48788;3;2036;2014-08-12 15:59:00;1
48793;2;1022;2014-08-13 13:26:00;3
48794;2;1022;2014-08-13 13:30:00;3
48796;2;4115;2014-08-13 13:32:00;1
48799;2;3053;2014-08-13 15:16:00;2
48800;3;3053;2014-08-13 15:20:00;2
48812;2;4115;2014-08-13 16:56:00;1
48813;2;4115;2014-08-13 16:58:00;1
48814;2;4115;2014-08-13 17:01:00;1
48819;2;3053;2014-08-13 18:54:00;2
46820;3;4133;2014-07-07 10:23:00;5
48821;2;5189;2014-08-13 21:47:00;3
48823;2;2036;2014-08-14 06:39:00;2
42031;3;1014;2014-04-27 20:10:00;5
48824;2;2035;2014-08-14 14:35:00;2
48825;2;2035;2014-08-14 15:02:00;2
48830;2;1022;2014-08-14 16:05:00;3
48831;2;4115;2014-08-14 16:29:00;1
48832;2;4115;2014-08-14 16:31:00;1
48834;2;2035;2014-08-14 16:49:00;2
48838;2;2035;2014-08-14 18:05:00;2
48839;2;1022;2014-08-14 18:06:00;3
48840;2;1022;2014-08-14 18:09:00;3
48844;2;2035;2014-08-14 19:57:00;2
48845;2;2035;2014-08-14 19:59:00;2
48848;2;1017;2014-08-14 20:09:00;2
48849;2;1017;2014-08-14 20:11:00;2
48850;2;1017;2014-08-14 22:04:00;2
48851;2;1017;2014-08-14 22:07:00;2
49851;2;5161;2014-08-15 11:45:00;2
49852;2;3063;2014-08-15 14:32:00;2
49856;2;4115;2014-08-15 19:29:00;1
49857;2;4115;2014-08-15 19:32:00;1
45700;3;4068;2014-07-04 16:12:00;3
49859;2;5175;2014-08-15 20:25:00;5
49864;2;1017;2014-08-15 21:26:00;2
49865;2;1017;2014-08-15 21:31:00;2
49867;2;5186;2014-08-15 22:04:00;3
49870;2;5175;2014-08-16 00:20:00;5
49871;2;5173;2014-08-16 06:28:00;5
45049;5;1018;2014-06-15 15:23:00;1
49872;2;4114;2014-08-16 09:44:00;1
49877;2;4114;2014-08-16 10:42:00;1
49878;2;4114;2014-08-16 10:46:00;1
49879;2;4114;2014-08-16 10:52:00;1
49880;2;4114;2014-08-16 10:59:00;1
49884;2;1014;2014-08-16 14:55:00;5
49885;2;1014;2014-08-16 14:59:00;5
49886;2;1014;2014-08-16 15:03:00;5
49890;3;4086;2014-08-16 17:32:00;3
49891;3;4086;2014-08-16 18:38:00;3
49892;2;1023;2014-08-16 19:41:00;5
49893;4;5187;2014-08-16 20:14:00;3
49898;2;1023;2014-08-16 21:36:00;5
49899;2;1023;2014-08-16 21:40:00;5
49900;2;5181;2014-08-16 21:46:00;1
49901;2;5181;2014-08-16 21:51:00;1
49905;2;1018;2014-08-16 23:37:00;1
49906;2;1018;2014-08-16 23:40:00;1
49907;3;1018;2014-08-16 23:44:00;1
49908;3;1018;2014-08-16 23:48:00;1
49909;3;1018;2014-08-16 23:51:00;1
49914;2;3063;2014-08-17 02:35:00;2
48790;3;5188;2014-08-13 04:07:00;2
49923;2;4086;2014-08-17 15:22:00;3
49924;2;4086;2014-08-17 15:36:00;3
49925;2;4086;2014-08-17 15:43:00;3
49928;2;4114;2014-08-17 17:47:00;1
49929;2;4114;2014-08-17 17:53:00;1
49930;2;4114;2014-08-17 17:56:00;1
49931;2;4114;2014-08-17 18:00:00;1
49937;2;5187;2014-08-17 23:58:00;3
49938;2;1018;2014-08-18 00:42:00;1
49939;2;2035;2014-08-18 09:36:00;2
49940;2;1022;2014-08-18 10:43:00;3
49944;2;5188;2014-08-18 16:08:00;2
49945;2;3033;2014-08-18 17:53:00;1
49946;3;3033;2014-08-18 17:55:00;1
49947;2;3033;2014-08-18 19:05:00;1
49948;2;3033;2014-08-18 19:31:00;1
49954;3;2036;2014-08-19 11:19:00;1
49955;2;2036;2014-08-19 11:25:00;1
49957;2;3033;2014-08-19 15:57:00;1
49958;2;3033;2014-08-19 15:59:00;1
49959;2;3033;2014-08-19 16:02:00;1
49960;2;3033;2014-08-19 16:11:00;1
49966;2;3033;2014-08-19 18:06:00;1
49967;2;3033;2014-08-19 18:10:00;1
49972;2;3033;2014-08-19 19:33:00;1
49973;2;1018;2014-08-19 23:28:00;1
49974;2;4141;2014-08-20 00:59:00;3
49975;2;5161;2014-08-20 02:52:00;2
49980;2;4141;2014-08-20 05:07:00;3
49981;2;4141;2014-08-20 05:10:00;3
49982;2;4141;2014-08-20 05:12:00;3
49983;2;4141;2014-08-20 05:14:00;3
49986;2;2035;2014-08-20 08:43:00;2
49989;2;5163;2014-08-20 12:26:00;2
49994;2;5163;2014-08-20 13:13:00;2
49995;2;5163;2014-08-20 13:18:00;2
49996;2;5163;2014-08-20 13:22:00;2
49997;2;5163;2014-08-20 13:25:00;2
50003;2;4131;2014-08-20 14:36:00;5
50004;2;4068;2014-08-20 14:43:00;1
50005;2;4068;2014-08-20 14:50:00;1
50006;2;4131;2014-08-20 15:01:00;5
50011;2;5163;2014-08-20 15:09:00;2
50012;2;5163;2014-08-20 15:12:00;2
50014;2;4068;2014-08-20 15:17:00;1
50017;2;5161;2014-08-20 21:19:00;2
50024;2;5186;2014-08-21 00:22:00;3
50025;2;5186;2014-08-21 00:26:00;3
50026;2;1018;2014-08-21 05:29:00;1
50027;2;1018;2014-08-21 05:30:00;1
50028;2;1018;2014-08-21 05:33:00;1
45303;3;1023;2014-06-26 14:50:00;5
50033;2;5169;2014-08-21 15:05:00;5
50034;2;3053;2014-08-21 16:39:00;2
50035;2;3053;2014-08-21 16:48:00;2
50039;2;4116;2014-08-21 18:32:00;1
45275;5;3033;2014-06-25 01:13:00;1
50040;2;4133;2014-08-21 23:23:00;5
50041;2;5187;2014-08-22 01:08:00;3
50046;2;4116;2014-08-22 13:49:00;1
50047;2;4116;2014-08-22 13:52:00;1
50048;2;4116;2014-08-22 13:54:00;1
50049;2;4116;2014-08-22 13:58:00;1
50050;2;4116;2014-08-22 14:02:00;1
50056;3;4116;2014-08-22 17:49:00;1
50057;2;4116;2014-08-22 17:51:00;1
50059;2;5169;2014-08-22 18:19:00;5
50065;2;5183;2014-08-22 20:34:00;3
50066;2;4115;2014-08-22 21:00:00;1
50067;3;3063;2014-08-22 21:10:00;2
50068;2;4115;2014-08-22 21:20:00;1
50073;2;4115;2014-08-22 22:12:00;1
50075;2;4115;2014-08-22 22:15:00;1
50077;2;3063;2014-08-22 23:17:00;2
50080;2;4115;2014-08-23 01:27:00;1
50081;2;4115;2014-08-23 01:31:00;1
50082;2;5183;2014-08-23 03:09:00;3
50083;2;5183;2014-08-23 03:11:00;3
50088;2;4068;2014-08-23 09:57:00;3
50089;2;5181;2014-08-23 10:39:00;1
50090;2;3053;2014-08-23 12:20:00;2
50096;2;5195;2014-08-23 14:36:00;1
50097;2;5195;2014-08-23 14:42:00;1
50098;2;3063;2014-08-23 15:00:00;2
50099;2;3063;2014-08-23 15:04:00;2
50103;2;3033;2014-08-23 16:29:00;1
50104;2;3033;2014-08-23 16:33:00;1
50105;2;3033;2014-08-23 16:39:00;1
50106;2;3033;2014-08-23 16:41:00;1
50110;2;3063;2014-08-23 18:08:00;2
50111;2;2035;2014-08-23 19:43:00;2
50112;2;2035;2014-08-23 19:45:00;2
50114;3;4114;2014-08-23 21:40:00;1
50120;2;5187;2014-08-23 22:14:00;3
50119;2;4114;2014-08-23 22:00:00;1
50121;2;4114;2014-08-23 22:18:00;1
50122;2;5187;2014-08-23 22:20:00;3
50128;2;4114;2014-08-23 23:20:00;1
50129;2;4114;2014-08-23 23:23:00;1
50130;2;4114;2014-08-23 23:26:00;1
50135;2;4114;2014-08-23 23:40:00;1
50137;2;4114;2014-08-23 23:45:00;1
50136;2;4114;2014-08-23 23:41:00;1
45008;2;4096;2014-06-14 02:53:00;1
50142;2;2036;2014-08-24 06:17:00;2
50143;2;3063;2014-08-24 13:07:00;2
50144;2;5186;2014-08-24 13:23:00;3
50149;3;5186;2014-08-24 14:02:00;3
50150;2;5186;2014-08-24 14:04:00;3
50151;2;1023;2014-08-24 14:57:00;5
50153;2;4115;2014-08-24 17:56:00;1
50154;2;4115;2014-08-24 17:59:00;1
50155;2;4115;2014-08-24 18:00:00;1
50156;2;1018;2014-08-24 19:11:00;1
50157;2;1018;2014-08-24 20:34:00;1
50162;2;5183;2014-08-25 03:51:00;3
50164;2;5183;2014-08-25 03:59:00;3
50171;2;5196;2014-08-25 06:51:00;1
50174;2;2036;2014-08-25 10:09:00;2
43275;3;4086;2014-05-10 11:14:00;3
43274;3;4086;2014-05-10 11:02:00;3
50176;2;5163;2014-08-25 13:17:00;2
50182;3;4116;2014-08-25 14:23:00;1
50183;2;5184;2014-08-25 14:31:00;5
50184;2;4116;2014-08-25 14:48:00;1
50189;2;4116;2014-08-25 16:37:00;1
50191;2;5184;2014-08-25 17:25:00;5
50192;2;5184;2014-08-25 17:26:00;5
50198;2;5184;2014-08-25 18:53:00;5
50199;2;3063;2014-08-25 21:40:00;2
50204;2;3063;2014-08-25 22:01:00;2
50206;2;5181;2014-08-25 23:34:00;1
50207;2;5181;2014-08-25 23:42:00;1
48659;3;2036;2014-08-08 14:43:00;2
50212;2;5188;2014-08-26 10:58:00;2
50213;3;4116;2014-08-26 12:56:00;1
50217;2;5187;2014-08-26 13:41:00;3
50218;3;5187;2014-08-26 13:43:00;3
50219;3;5187;2014-08-26 14:23:00;3
44879;3;5174;2014-06-06 19:04:00;1
50223;2;5187;2014-08-26 15:34:00;3
50224;2;5187;2014-08-26 15:36:00;3
50225;2;5187;2014-08-26 15:39:00;3
50226;2;5187;2014-08-26 15:50:00;3
50231;2;5187;2014-08-26 16:24:00;3
50232;2;5187;2014-08-26 16:26:00;3
50233;3;5187;2014-08-26 16:39:00;3
50234;2;5187;2014-08-26 16:59:00;3
50239;2;5187;2014-08-26 17:24:00;3
50240;2;5187;2014-08-26 17:30:00;3
50241;2;5187;2014-08-26 17:56:00;3
50246;2;4116;2014-08-26 18:38:00;1
50247;2;5187;2014-08-26 18:39:00;3
50248;2;4116;2014-08-26 18:46:00;1
50249;2;2035;2014-08-26 19:09:00;2
50250;2;2035;2014-08-26 19:15:00;2
50255;2;2035;2014-08-26 19:59:00;2
50256;2;4115;2014-08-26 21:13:00;1
50257;2;4115;2014-08-26 21:17:00;1
50258;2;4115;2014-08-26 21:24:00;1
50262;2;4115;2014-08-27 02:05:00;1
50269;2;5184;2014-08-27 07:53:00;5
52100;2;4114;2014-09-14 14:03:00;1
52101;2;4114;2014-09-14 14:05:00;1
43458;5;5169;2014-05-18 14:52:00;1
52105;2;5201;2014-09-14 16:39:00;5
52109;4;5200;2014-09-14 17:21:00;2
52110;2;4114;2014-09-14 17:53:00;1
52112;2;5201;2014-09-14 18:32:00;5
52113;2;5201;2014-09-14 18:34:00;5
52119;2;5201;2014-09-14 18:46:00;5
52120;2;5200;2014-09-14 18:48:00;2
52122;2;5200;2014-09-14 18:58:00;2
52128;2;5203;2014-09-14 23:39:00;1
52123;2;5203;2014-09-14 21:21:00;1
53100;2;5203;2014-09-15 03:53:00;1
53101;2;5203;2014-09-15 04:01:00;1
53102;2;5203;2014-09-15 04:03:00;1
53103;2;5203;2014-09-15 04:06:00;1
53105;2;5203;2014-09-15 04:20:00;1
53110;2;5163;2014-09-15 08:34:00;2
53111;2;5163;2014-09-15 10:28:00;2
53115;2;5207;2014-09-15 13:09:00;1
53124;2;5201;2014-09-15 15:59:00;5
53125;2;5201;2014-09-15 16:10:00;5
53126;2;5201;2014-09-15 16:11:00;5
37599;4;4095;2014-03-05 10:20:00;5
53129;2;5201;2014-09-15 18:25:00;5
53130;2;5201;2014-09-15 19:04:00;5
53131;2;2035;2014-09-15 19:07:00;2
53139;2;4095;2014-09-16 08:52:00;5
53138;2;4095;2014-09-16 08:50:00;5
37581;3;4117;2014-03-03 17:46:00;3
33471;5;1008;2014-01-28 12:56:00;1
53147;2;5184;2014-09-16 18:10:00;5
53148;2;5184;2014-09-16 18:12:00;5
53149;2;5184;2014-09-16 18:18:00;5
37697;5;2035;2014-03-06 19:54:00;1
53160;2;4095;2014-09-17 10:29:00;5
53161;2;5149;2014-09-17 12:02:00;1
53166;1;5200;2014-09-17 14:12:00;2
53167;1;5200;2014-09-17 14:13:00;2
53168;1;5200;2014-09-17 14:14:00;2
53169;1;5200;2014-09-17 14:15:00;2
53174;1;5200;2014-09-17 14:20:00;2
53175;1;5200;2014-09-17 14:21:00;2
53176;1;5200;2014-09-17 14:22:00;2
53177;1;5200;2014-09-17 14:23:00;2
53183;1;5200;2014-09-17 14:28:00;2
53185;1;5200;2014-09-17 14:30:00;2
53186;1;5200;2014-09-17 14:31:00;2
53191;1;5200;2014-09-17 14:35:00;2
53192;1;5200;2014-09-17 14:35:00;2
53193;1;5200;2014-09-17 14:36:00;2
53194;1;5200;2014-09-17 14:37:00;2
53200;1;5200;2014-09-17 14:40:00;2
53201;1;5200;2014-09-17 14:41:00;2
53196;2;5203;2014-09-17 14:38:00;1
53202;1;5200;2014-09-17 14:42:00;2
53203;2;5198;2014-09-17 14:43:00;2
53208;2;5198;2014-09-17 16:28:00;2
53210;3;5203;2014-09-17 16:36:00;1
53214;2;5203;2014-09-17 18:18:00;1
53215;2;5203;2014-09-17 18:39:00;1
53216;2;5203;2014-09-17 19:13:00;1
53222;2;5202;2014-09-17 21:35:00;5
53223;2;5196;2014-09-17 21:45:00;1
53229;2;5187;2014-09-18 00:54:00;3
53230;2;5196;2014-09-18 03:36:00;1
53231;2;5196;2014-09-18 03:39:00;1
53232;2;2035;2014-09-18 05:31:00;2
53236;2;4095;2014-09-18 06:45:00;5
53238;2;4095;2014-09-18 06:49:00;5
53237;2;4095;2014-09-18 06:47:00;5
53239;2;4095;2014-09-18 07:04:00;5
53244;2;4095;2014-09-18 13:10:00;5
53245;2;2032;2014-09-18 13:23:00;2
51741;3;5187;2014-09-06 12:55:00;3
53253;2;4095;2014-09-18 14:15:00;5
53252;2;5208;2014-09-18 14:11:00;3
53254;2;5208;2014-09-18 14:21:00;3
53259;3;2032;2014-09-18 15:31:00;2
53260;2;4095;2014-09-18 15:46:00;5
53261;2;4095;2014-09-18 15:49:00;5
53262;2;4095;2014-09-18 15:50:00;5
53270;2;3063;2014-09-18 23:18:00;2
53271;2;3063;2014-09-18 23:20:00;2
53272;2;3063;2014-09-18 23:25:00;2
53281;4;4131;2014-09-19 07:39:00;5
53282;4;4131;2014-09-19 07:43:00;5
53287;4;4131;2014-09-19 07:53:00;5
53288;4;4131;2014-09-19 07:55:00;5
53289;4;4131;2014-09-19 07:57:00;5
53295;2;4131;2014-09-19 08:20:00;5
53296;2;4131;2014-09-19 08:21:00;5
53297;2;4131;2014-09-19 08:22:00;5
51892;4;4095;2014-09-10 12:25:00;5
40134;4;5153;2014-04-07 16:12:00;5
53299;4;4131;2014-09-19 10:54:00;5
53300;4;4131;2014-09-19 10:55:00;5
39510;4;4095;2014-03-28 08:25:00;5
51938;2;5203;2014-09-11 20:21:00;1
53307;2;5169;2014-09-19 13:10:00;5
53313;2;5169;2014-09-19 14:33:00;5
53314;2;2035;2014-09-19 15:06:00;2
53315;2;2035;2014-09-19 15:12:00;2
53316;2;5169;2014-09-19 15:19:00;5
53321;2;5169;2014-09-19 16:30:00;5
53322;2;5169;2014-09-19 16:32:00;5
53319;2;5169;2014-09-19 16:21:00;5
53323;4;5169;2014-09-19 16:57:00;5
53326;4;1014;2014-09-19 18:13:00;5
53328;2;1014;2014-09-19 18:21:00;5
53329;2;5184;2014-09-19 18:23:00;5
53330;2;5184;2014-09-19 18:25:00;5
53333;2;5184;2014-09-19 18:29:00;5
53334;4;1014;2014-09-19 18:30:00;5
53335;4;1014;2014-09-19 18:32:00;5
53336;4;1014;2014-09-19 18:34:00;5
53340;2;5184;2014-09-19 18:38:00;5
53341;4;1014;2014-09-19 18:40:00;5
53342;2;5184;2014-09-19 18:40:00;5
53350;2;1014;2014-09-19 18:54:00;5
53352;2;1014;2014-09-19 18:57:00;5
53357;2;1014;2014-09-19 19:00:00;5
53361;2;5184;2014-09-19 19:05:00;5
53362;2;1014;2014-09-19 19:08:00;5
53363;2;5184;2014-09-19 19:09:00;5
53324;4;5169;2014-09-19 17:48:00;5
53344;4;1014;2014-09-19 18:45:00;5
53365;4;1014;2014-09-19 19:22:00;5
53366;4;1014;2014-09-19 19:43:00;5
53367;2;5183;2014-09-19 19:46:00;3
53368;2;4116;2014-09-19 20:03:00;1
53372;2;5183;2014-09-19 21:02:00;3
53377;2;5183;2014-09-20 02:42:00;3
53379;2;4068;2014-09-20 07:59:00;3
53383;2;5184;2014-09-20 10:22:00;5
53384;2;5184;2014-09-20 10:24:00;5
53385;2;5184;2014-09-20 10:26:00;5
53386;2;5184;2014-09-20 10:28:00;5
53391;1;4096;2014-09-20 12:03:00;1
53393;2;5184;2014-09-20 12:07:00;5
53394;1;4096;2014-09-20 12:07:00;1
53395;1;4096;2014-09-20 12:15:00;1
53398;2;3053;2014-09-20 13:46:00;2
53399;2;5195;2014-09-20 13:50:00;1
53400;2;5195;2014-09-20 13:54:00;1
33759;3;4098;2014-02-07 19:54:00;1
53405;2;5196;2014-09-20 14:18:00;1
53406;2;5196;2014-09-20 14:22:00;1
53407;2;3053;2014-09-20 14:25:00;2
53412;2;3053;2014-09-20 15:11:00;2
53413;2;3053;2014-09-20 15:15:00;2
53414;2;3053;2014-09-20 15:24:00;2
53415;2;3053;2014-09-20 15:28:00;2
53421;2;3053;2014-09-20 15:55:00;2
53422;1;5196;2014-09-20 15:57:00;1
53424;1;5196;2014-09-20 15:59:00;1
53429;1;5196;2014-09-20 16:04:00;1
53430;1;5196;2014-09-20 16:08:00;1
53438;2;5195;2014-09-20 16:59:00;1
53440;2;4087;2014-09-20 17:14:00;3
53441;2;4087;2014-09-20 17:17:00;3
53442;1;5196;2014-09-20 17:20:00;1
53443;1;5196;2014-09-20 17:21:00;1
45333;4;4068;2014-06-27 18:05:00;3
53439;2;5201;2014-09-20 17:11:00;5
53447;2;5201;2014-09-20 17:45:00;5
53448;2;4087;2014-09-20 18:47:00;3
53453;2;4087;2014-09-20 19:00:00;3
53454;2;5144;2014-09-20 19:27:00;3
53456;2;5144;2014-09-20 21:27:00;3
53461;2;4116;2014-09-20 22:17:00;1
53463;2;5144;2014-09-20 22:28:00;3
53468;2;4116;2014-09-20 23:33:00;1
53469;2;4116;2014-09-20 23:37:00;1
53470;2;3053;2014-09-20 23:51:00;2
51941;2;5203;2014-09-12 00:26:00;1
53475;2;3053;2014-09-21 04:18:00;2
53476;2;4116;2014-09-21 05:15:00;1
53477;2;4116;2014-09-21 05:17:00;1
53484;2;4116;2014-09-21 06:56:00;1
53485;2;4116;2014-09-21 07:01:00;1
53486;2;4116;2014-09-21 07:05:00;1
53491;4;5184;2014-09-21 11:43:00;5
53492;2;5195;2014-09-21 12:00:00;1
53500;2;4131;2014-09-21 14:34:00;5
53501;2;4131;2014-09-21 14:36:00;5
53502;2;4131;2014-09-21 14:38:00;5
53503;2;4131;2014-09-21 14:40:00;5
53509;2;4131;2014-09-21 14:51:00;5
53510;2;4131;2014-09-21 14:52:00;5
53511;2;4131;2014-09-21 14:54:00;5
53516;3;4114;2014-09-21 16:12:00;1
36050;3;4087;2014-02-15 21:15:00;2
53518;2;4114;2014-09-21 17:14:00;1
53519;2;4131;2014-09-21 17:19:00;5
53524;2;4068;2014-09-21 17:37:00;3
53525;2;4068;2014-09-21 17:38:00;3
53526;2;4068;2014-09-21 17:40:00;3
53531;2;4068;2014-09-21 18:27:00;3
53532;2;4068;2014-09-21 18:28:00;3
53533;2;2035;2014-09-21 18:36:00;2
53534;2;2035;2014-09-21 18:38:00;2
53539;2;2035;2014-09-21 18:48:00;2
53540;2;2035;2014-09-21 18:49:00;2
53541;2;2035;2014-09-21 18:52:00;2
53542;2;2035;2014-09-21 18:55:00;2
53543;2;2035;2014-09-21 18:58:00;2
53549;2;3033;2014-09-21 21:21:00;1
53550;2;3033;2014-09-21 21:47:00;1
53551;2;3063;2014-09-21 22:32:00;2
53556;2;3063;2014-09-22 00:24:00;2
53557;2;3063;2014-09-22 00:52:00;2
53558;2;3063;2014-09-22 00:58:00;2
41415;3;3033;2014-04-14 04:35:00;1
51610;4;5190;2014-09-03 14:30:00;5
53338;4;5184;2014-09-19 18:36:00;5
51611;4;5190;2014-09-03 15:02:00;5
51622;4;5175;2014-09-04 09:18:00;5
51869;4;5201;2014-09-09 10:58:00;5
53564;4;4095;2014-09-22 10:44:00;5
53565;2;4095;2014-09-22 11:39:00;5
53571;2;5184;2014-09-22 12:59:00;5
52090;3;5183;2014-09-14 04:22:00;3
53575;2;5184;2014-09-22 18:06:00;5
53576;2;5184;2014-09-22 18:07:00;5
37830;3;4116;2014-03-09 18:36:00;1
53587;3;5187;2014-09-22 20:58:00;1
53592;2;5187;2014-09-22 23:12:00;1
53593;2;5187;2014-09-22 23:19:00;1
51567;4;5169;2014-09-02 10:53:00;5
53598;4;4095;2014-09-23 08:43:00;5
53600;4;4095;2014-09-23 09:19:00;5
53605;2;5196;2014-09-23 14:56:00;1
53608;2;5196;2014-09-23 15:27:00;1
53613;2;5196;2014-09-23 15:47:00;1
53614;2;5196;2014-09-23 15:53:00;1
53615;2;5196;2014-09-23 16:03:00;1
53619;2;3053;2014-09-23 18:54:00;2
53620;2;3053;2014-09-23 18:59:00;2
53621;2;3053;2014-09-23 19:02:00;2
53629;2;5163;2014-09-24 07:30:00;2
51876;4;5201;2014-09-09 12:49:00;5
53630;4;5169;2014-09-24 08:44:00;5
53633;4;5169;2014-09-24 11:06:00;5
53634;4;5169;2014-09-24 11:13:00;5
53635;4;5169;2014-09-24 11:16:00;5
53636;2;5184;2014-09-24 12:21:00;5
53646;2;5196;2014-09-24 23:24:00;1
53649;2;1004;2014-09-25 03:38:00;2
53652;4;5169;2014-09-25 09:25:00;5
53653;2;5169;2014-09-25 09:27:00;5
53654;4;5169;2014-09-25 09:35:00;5
53655;4;5169;2014-09-25 10:01:00;5
51924;5;5184;2014-09-11 14:43:00;5
53657;2;5201;2014-09-25 17:16:00;5
53661;2;2035;2014-09-25 18:50:00;2
53662;2;2035;2014-09-25 19:01:00;2
53663;2;2035;2014-09-25 19:04:00;2
53664;2;5151;2014-09-25 19:40:00;2
53671;4;4131;2014-09-26 08:02:00;5
53672;4;4131;2014-09-26 08:04:00;5
53673;3;4131;2014-09-26 09:38:00;5
53678;2;5198;2014-09-26 12:25:00;1
53679;2;5198;2014-09-26 12:27:00;1
53680;2;5198;2014-09-26 12:29:00;1
53681;2;5198;2014-09-26 12:31:00;1
53686;2;2035;2014-09-26 12:49:00;1
53688;2;2035;2014-09-26 12:55:00;1
53689;2;2035;2014-09-26 13:06:00;2
53695;2;5163;2014-09-26 13:24:00;1
53696;2;5163;2014-09-26 13:27:00;1
53697;2;5198;2014-09-26 13:28:00;1
53698;2;5198;2014-09-26 13:30:00;1
53702;2;2035;2014-09-26 13:31:00;2
53704;2;5163;2014-09-26 13:32:00;1
53705;2;5163;2014-09-26 13:34:00;1
53711;2;5198;2014-09-26 13:41:00;1
53713;2;5163;2014-09-26 13:46:00;1
53714;2;2035;2014-09-26 13:47:00;1
53720;2;5198;2014-09-26 13:51:00;1
53721;2;5163;2014-09-26 13:52:00;1
53722;2;5198;2014-09-26 13:52:00;1
53723;2;5163;2014-09-26 13:54:00;1
53729;2;2035;2014-09-26 13:57:00;1
