visit_id;client_id;place_id;start_utc;finish_utc
582932;64676;3;2018-06-23 21:06:00;2018-06-24 04:50:00
582933;133904;3;2018-06-23 21:09:00;2018-06-24 01:37:00
582934;140172;3;2018-06-23 21:09:00;2018-06-24 01:37:00
582935;137738;3;2018-06-23 21:09:00;2018-06-24 01:38:00
582936;117536;1;2018-06-23 21:14:00;2018-06-24 08:57:00
582937;122045;1;2018-06-23 21:14:00;2018-06-24 08:57:00
582938;153186;1;2018-06-23 21:16:00;2018-06-24 05:51:00
581350;134029;1;2018-06-11 18:21:00;2018-06-11 20:28:00
581351;153366;1;2018-06-11 18:21:00;2018-06-11 20:28:00
581352;96893;1;2018-06-11 18:21:00;2018-06-11 20:28:00
581353;154029;1;2018-06-11 18:31:00;2018-06-11 16:58:00
581354;154030;1;2018-06-11 18:43:00;2018-06-11 17:06:00
581355;151610;1;2018-06-11 18:45:00;2018-06-12 05:28:00
581356;93858;1;2018-06-11 18:58:00;2018-06-11 21:41:00
581357;149450;3;2018-06-11 18:59:00;2018-06-12 06:25:00
581358;153372;1;2018-06-11 19:14:00;2018-06-11 20:23:00
581359;153363;1;2018-06-11 19:14:00;2018-06-11 20:23:00
581360;153352;1;2018-06-11 19:14:00;2018-06-11 20:23:00
581361;121864;3;2018-06-11 19:17:00;2018-06-11 19:47:00
581362;134423;1;2018-06-11 19:28:00;2018-06-12 04:59:00
581363;122079;1;2018-06-11 19:31:00;2018-06-12 10:49:00
581364;153704;1;2018-06-11 19:31:00;2018-06-12 06:01:00
581365;153089;1;2018-06-11 19:31:00;2018-06-12 08:22:00
581366;123542;3;2018-06-11 19:33:00;2018-06-11 21:37:00
581367;142120;3;2018-06-11 19:33:00;2018-06-11 21:37:00
581368;137746;3;2018-06-11 19:33:00;2018-06-11 21:37:00
581369;133894;3;2018-06-11 19:33:00;2018-06-11 21:37:00
581370;151430;1;2018-06-11 19:38:00;2018-06-11 20:55:00
581371;151420;1;2018-06-11 19:38:00;2018-06-11 20:55:00
581372;153374;1;2018-06-11 19:43:00;2018-06-11 21:25:00
581373;153380;1;2018-06-11 19:43:00;2018-06-11 21:25:00
581374;138942;3;2018-06-11 20:04:00;2018-06-11 21:43:00
581375;74704;3;2018-06-11 20:05:00;2018-06-10 20:30:00
581376;125317;1;2018-06-11 20:06:00;2018-06-12 03:57:00
581377;133728;3;2018-06-11 20:06:00;2018-06-11 21:42:00
581378;74704;3;2018-06-11 20:10:00;2018-06-12 09:30:00
581379;80535;1;2018-06-11 20:11:00;2018-06-11 21:16:00
581380;133893;3;2018-06-11 20:48:00;2018-06-11 22:36:00
581381;137738;3;2018-06-11 20:48:00;2018-06-11 22:36:00
581382;154033;3;2018-06-11 20:59:00;2018-06-12 06:47:00
581383;153179;3;2018-06-11 21:03:00;2018-06-12 04:14:00
581384;153178;3;2018-06-11 21:03:00;2018-06-12 04:14:00
581385;153181;3;2018-06-11 21:04:00;2018-06-12 04:14:00
581386;154034;3;2018-06-11 21:06:00;2018-06-12 06:47:00
581387;153889;1;2018-06-11 21:09:00;2018-06-12 08:00:00
581388;153890;1;2018-06-11 21:28:00;2018-06-12 09:17:00
581389;145004;3;2018-06-11 21:35:00;2018-06-12 04:32:00
581390;153579;3;2018-06-11 21:35:00;2018-06-12 04:32:00
581391;148069;3;2018-06-11 21:36:00;2018-06-11 21:40:00
581392;64107;1;2018-06-11 21:37:00;2018-06-12 05:26:00
581393;144999;3;2018-06-11 21:47:00;2018-06-12 04:33:00
581394;153379;1;2018-06-11 21:56:00;2018-06-11 21:57:00
581395;154035;3;2018-06-11 21:58:00;2018-06-12 04:32:00
581396;153761;1;2018-06-11 21:59:00;2018-06-11 23:25:00
581397;154036;1;2018-06-11 22:06:00;2018-06-11 23:27:00
581398;150989;1;2018-06-11 22:50:00;2018-06-12 08:55:00
581399;154037;1;2018-06-11 22:53:00;2018-06-12 08:59:00
581400;153258;3;2018-06-11 23:05:00;2018-06-12 09:12:00
581401;153259;3;2018-06-11 23:05:00;2018-06-12 09:12:00
581402;153262;3;2018-06-11 23:06:00;2018-06-12 09:13:00
581403;145003;3;2018-06-11 23:47:00;2018-06-12 04:32:00
581404;140140;1;2018-06-12 00:02:00;2018-06-12 05:08:00
581405;140141;1;2018-06-12 00:02:00;2018-06-12 05:08:00
581406;154031;1;2018-06-12 00:06:00;2018-06-12 08:45:00
581407;147266;1;2018-06-12 00:10:00;2018-06-12 08:44:00
581408;120593;3;2018-06-12 00:45:00;2018-06-12 01:05:00
581409;133893;3;2018-06-12 01:30:00;2018-06-12 02:36:00
581410;137738;3;2018-06-12 01:30:00;2018-06-12 02:36:00
581411;133894;3;2018-06-12 01:30:00;2018-06-12 02:36:00
581412;123542;3;2018-06-12 01:30:00;2018-06-12 02:36:00
581413;151422;1;2018-06-12 03:02:00;2018-06-12 03:28:00
581414;153375;1;2018-06-12 03:02:00;2018-06-12 03:28:00
581415;103427;1;2018-06-12 04:40:00;2018-06-12 15:39:00
581416;154038;1;2018-06-12 04:45:00;2018-06-12 11:55:00
581417;147484;3;2018-06-12 05:04:00;2018-06-12 13:18:00
581418;87735;1;2018-06-12 05:15:00;2018-06-12 13:20:00
581419;64107;1;2018-06-12 05:56:00;2018-06-12 09:35:00
581420;124612;3;2018-06-12 07:55:00;2018-06-12 08:37:00
581421;143284;1;2018-06-12 08:04:00;2018-06-12 13:05:00
581422;154007;1;2018-06-12 08:04:00;2018-06-12 13:05:00
581423;54284;1;2018-06-12 08:14:00;2018-06-12 08:47:00
581424;124612;1;2018-06-12 09:00:00;2018-06-12 09:35:00
581425;121864;3;2018-06-12 09:29:00;2018-06-12 13:30:00
581426;153021;3;2018-06-12 10:03:00;2018-06-12 13:47:00
581427;147683;1;2018-06-12 10:08:00;2018-06-12 13:44:00
581428;151432;1;2018-06-12 10:09:00;2018-06-12 13:44:00
581429;154041;3;2018-06-12 10:17:00;2018-06-12 18:52:00
581430;150871;3;2018-06-12 10:19:00;2018-06-12 15:00:00
581431;145048;3;2018-06-12 10:19:00;2018-06-12 15:00:00
581432;146536;3;2018-06-12 10:19:00;2018-06-12 15:00:00
581433;154042;3;2018-06-12 10:22:00;2018-06-12 15:01:00
581434;154043;3;2018-06-12 10:24:00;2018-06-12 15:00:00
581435;154044;3;2018-06-12 10:26:00;2018-06-12 15:00:00
581436;153370;1;2018-06-12 10:27:00;2018-06-12 15:12:00
581437;145422;1;2018-06-12 10:27:00;2018-06-12 13:46:00
581438;146046;1;2018-06-12 10:28:00;2018-06-12 15:12:00
581439;147689;1;2018-06-12 10:28:00;2018-06-12 15:12:00
581440;59429;3;2018-06-12 10:28:00;2018-06-12 11:19:00
581441;143619;1;2018-06-12 10:35:00;2018-06-12 12:02:00
581442;147694;1;2018-06-12 10:35:00;2018-06-12 12:02:00
581443;154045;3;2018-06-12 10:53:00;2018-06-12 13:50:00
581444;140193;3;2018-06-12 10:55:00;2018-06-12 18:52:00
581445;113212;3;2018-06-12 10:56:00;2018-06-12 14:01:00
581446;154046;3;2018-06-12 11:08:00;2018-06-12 18:56:00
581447;154047;3;2018-06-12 11:10:00;2018-06-12 18:58:00
581448;153361;1;2018-06-12 11:25:00;2018-06-12 13:52:00
581449;151442;1;2018-06-12 11:26:00;2018-06-12 13:53:00
581450;147335;1;2018-06-12 11:26:00;2018-06-12 13:52:00
581451;154049;3;2018-06-12 11:27:00;2018-06-12 18:43:00
581452;133893;3;2018-06-12 11:31:00;2018-06-12 13:30:00
581453;123542;3;2018-06-12 11:31:00;2018-06-12 13:30:00
581454;154051;3;2018-06-12 11:32:00;2018-06-12 13:30:00
581455;92871;1;2018-06-12 11:41:00;2018-06-12 17:42:00
581456;150922;3;2018-06-12 11:46:00;2018-06-13 05:45:00
581457;154050;3;2018-06-12 11:46:00;2018-06-12 11:46:00
581458;151427;1;2018-06-12 11:47:00;2018-06-12 15:17:00
583143;133894;3;2018-06-25 06:54:00;2018-06-25 07:00:00
583144;133904;3;2018-06-25 06:54:00;2018-06-25 07:00:00
583145;142124;3;2018-06-25 06:55:00;2018-06-25 06:56:00
583146;137733;3;2018-06-25 06:55:00;2018-06-25 06:56:00
583147;133897;3;2018-06-25 06:59:00;2018-06-25 07:00:00
583148;113212;1;2018-06-25 07:05:00;2018-06-25 10:39:00
583149;154444;3;2018-06-25 07:06:00;2018-06-25 08:37:00
583150;154445;3;2018-06-25 07:44:00;2018-06-25 13:18:00
583151;154446;3;2018-06-25 07:47:00;2018-06-25 13:15:00
583152;154447;3;2018-06-25 07:51:00;2018-06-25 14:46:00
583153;154448;3;2018-06-25 07:54:00;2018-06-25 14:46:00
583154;154449;3;2018-06-25 07:57:00;2018-06-25 13:20:00
583155;154450;3;2018-06-25 08:01:00;2018-06-25 14:47:00
583156;154451;3;2018-06-25 08:05:00;2018-06-25 13:17:00
583157;142905;1;2018-06-25 08:05:00;2018-06-25 10:12:00
583158;154452;3;2018-06-25 08:10:00;2018-06-25 13:14:00
583159;154453;3;2018-06-25 08:12:00;2018-06-25 13:15:00
583160;92871;3;2018-06-25 08:13:00;2018-06-25 12:58:00
583161;154454;3;2018-06-25 08:14:00;2018-06-25 13:14:00
583162;97056;3;2018-06-25 08:26:00;2018-06-25 12:20:00
583163;154259;3;2018-06-25 08:30:00;2018-06-25 15:00:00
583164;154260;3;2018-06-25 08:30:00;2018-06-25 14:57:00
583165;154455;3;2018-06-25 08:34:00;2018-06-25 14:59:00
583166;137031;1;2018-06-25 09:11:00;2018-06-25 09:56:00
583167;80941;1;2018-06-25 09:17:00;2018-06-25 17:30:00
583168;147967;1;2018-06-25 09:17:00;2018-06-25 19:02:00
583169;127640;1;2018-06-25 09:22:00;2018-06-25 14:58:00
583170;153838;1;2018-06-25 09:22:00;2018-06-25 14:58:00
583171;154456;3;2018-06-25 09:40:00;2018-06-25 13:16:00
583172;154457;3;2018-06-25 09:43:00;2018-06-25 13:22:00
583173;136918;1;2018-06-25 09:43:00;2018-06-25 15:01:00
583174;78261;1;2018-06-25 10:20:00;2018-06-25 17:28:00
583175;154146;3;2018-06-25 10:23:00;2018-06-25 14:16:00
583176;153013;3;2018-06-25 10:34:00;2018-06-25 11:10:00
583177;147925;1;2018-06-25 10:40:00;2018-06-25 14:04:00
583178;148042;3;2018-06-25 10:43:00;2018-06-25 14:57:00
583179;154459;3;2018-06-25 10:46:00;2018-06-25 14:59:00
583180;154460;3;2018-06-25 10:47:00;2018-06-25 14:59:00
583181;154461;3;2018-06-25 10:49:00;2018-06-25 14:59:00
583182;70938;1;2018-06-25 11:01:00;2018-06-25 12:20:00
583183;139917;1;2018-06-25 11:01:00;2018-06-25 19:25:00
583184;145766;1;2018-06-25 11:01:00;2018-06-25 12:20:00
583185;119555;1;2018-06-25 11:01:00;2018-06-25 12:20:00
583186;153926;1;2018-06-25 11:33:00;2018-06-25 14:58:00
583187;116518;3;2018-06-25 11:37:00;2018-06-25 14:37:00
583188;116517;3;2018-06-25 11:38:00;2018-06-25 14:37:00
583189;131478;3;2018-06-25 11:57:00;2018-06-25 13:49:00
583190;121882;1;2018-06-25 12:06:00;2018-06-25 14:31:00
583191;43697;3;2018-06-25 12:34:00;2018-06-25 22:51:00
583192;69151;3;2018-06-25 12:34:00;2018-06-25 23:24:00
583193;137031;1;2018-06-25 12:46:00;2018-06-25 16:15:00
583194;142905;1;2018-06-25 12:46:00;2018-06-25 16:15:00
583195;143619;1;2018-06-25 12:46:00;2018-06-25 16:15:00
583196;146059;1;2018-06-25 12:55:00;2018-06-25 14:02:00
583197;153377;1;2018-06-25 12:55:00;2018-06-25 14:02:00
583198;151430;1;2018-06-25 12:56:00;2018-06-25 14:02:00
583199;153358;1;2018-06-25 12:56:00;2018-06-25 14:02:00
583200;16464;3;2018-06-25 12:57:00;2018-06-25 14:00:00
583201;63718;1;2018-06-25 12:57:00;2018-06-25 13:10:00
583202;143280;3;2018-06-25 12:57:00;2018-06-25 14:33:00
583203;154463;3;2018-06-25 13:02:00;2018-06-25 14:25:00
582939;145870;1;2018-06-23 21:18:00;2018-06-24 09:04:00
582940;122201;1;2018-06-23 21:23:00;2018-06-24 04:50:00
582941;105469;1;2018-06-23 21:30:00;2018-06-24 03:01:00
582942;153358;1;2018-06-23 21:42:00;2018-06-24 00:21:00
582943;133472;1;2018-06-23 21:42:00;2018-06-23 22:08:00
582944;128660;1;2018-06-23 21:44:00;2018-06-24 06:43:00
582945;142905;1;2018-06-23 21:47:00;2018-06-23 23:53:00
582946;146038;1;2018-06-23 21:47:00;2018-06-24 00:10:00
582947;153383;1;2018-06-23 21:47:00;2018-06-24 00:10:00
582948;154407;3;2018-06-23 21:50:00;2018-06-23 22:38:00
582949;150887;1;2018-06-23 21:51:00;2018-06-24 04:51:00
582950;43684;1;2018-06-23 21:51:00;2018-06-24 03:00:00
582951;125056;3;2018-06-23 21:53:00;2018-06-23 23:00:00
582952;149206;3;2018-06-23 22:06:00;2018-06-24 04:01:00
582953;148067;3;2018-06-23 22:06:00;2018-06-24 04:00:00
582954;149205;3;2018-06-23 22:06:00;2018-06-24 04:00:00
582955;148068;3;2018-06-23 22:06:00;2018-06-24 04:00:00
582956;154408;3;2018-06-23 22:12:00;2018-06-24 04:50:00
582957;154409;3;2018-06-23 22:58:00;2018-06-24 08:59:00
582958;154410;3;2018-06-23 23:09:00;2018-06-24 08:57:00
582959;154411;3;2018-06-23 23:13:00;2018-06-23 23:02:00
582960;120593;3;2018-06-23 23:27:00;2018-06-24 18:06:00
582961;31758;1;2018-06-23 23:28:00;2018-06-24 02:58:00
582962;101908;1;2018-06-23 23:29:00;2018-06-24 02:58:00
582963;76698;1;2018-06-24 00:01:00;2018-06-24 00:01:00
582964;36214;1;2018-06-24 00:24:00;2018-06-24 00:24:00
582965;92705;1;2018-06-24 00:54:00;2018-06-24 01:28:00
582966;140169;3;2018-06-24 01:28:00;2018-06-24 02:42:00
582967;142120;3;2018-06-24 01:28:00;2018-06-24 02:42:00
582968;153383;1;2018-06-24 01:49:00;2018-06-24 03:07:00
582969;153358;1;2018-06-24 01:49:00;2018-06-24 03:06:00
582970;154232;1;2018-06-24 02:24:00;2018-06-24 03:09:00
582971;139298;1;2018-06-24 02:31:00;2018-06-24 09:02:00
582972;151736;1;2018-06-24 02:32:00;2018-06-24 08:58:00
582973;103588;1;2018-06-24 02:33:00;2018-06-24 09:05:00
582974;154416;1;2018-06-24 03:20:00;2018-06-24 03:32:00
582975;154418;1;2018-06-24 03:24:00;2018-06-24 03:00:00
582976;154418;1;2018-06-24 03:25:00;2018-06-24 03:47:00
582977;154232;1;2018-06-24 03:25:00;2018-06-24 10:38:00
582978;154419;1;2018-06-24 03:31:00;2018-06-24 06:43:00
582979;154420;1;2018-06-24 03:38:00;2018-06-24 07:11:00
582980;154421;1;2018-06-24 03:39:00;2018-06-24 07:11:00
582981;154422;1;2018-06-24 04:48:00;2018-06-24 05:32:00
582982;151610;3;2018-06-24 05:11:00;2018-06-24 14:06:00
582983;143040;1;2018-06-24 05:31:00;2018-06-24 14:44:00
582984;51605;3;2018-06-24 05:40:00;2018-06-24 07:16:00
582985;134313;1;2018-06-24 06:10:00;2018-06-24 12:48:00
582986;153383;1;2018-06-24 06:49:00;2018-06-24 09:06:00
582987;153358;1;2018-06-24 06:49:00;2018-06-24 09:06:00
582988;146038;1;2018-06-24 06:58:00;2018-06-24 07:16:00
582989;154423;1;2018-06-24 07:20:00;2018-06-24 12:58:00
582990;37561;3;2018-06-24 08:46:00;2018-06-24 17:31:00
582991;113212;3;2018-06-24 09:26:00;2018-06-24 13:20:00
582992;153383;1;2018-06-24 09:47:00;2018-06-24 12:07:00
582993;154424;3;2018-06-24 09:57:00;2018-06-24 14:37:00
582994;154425;3;2018-06-24 10:02:00;2018-06-24 14:36:00
582995;153013;3;2018-06-24 10:04:00;2018-06-24 10:33:00
582996;154426;3;2018-06-24 10:04:00;2018-06-24 14:36:00
582997;154427;3;2018-06-24 10:07:00;2018-06-24 14:37:00
582998;147925;1;2018-06-24 10:17:00;2018-06-24 19:09:00
582999;134423;1;2018-06-24 10:49:00;2018-06-24 17:29:00
583000;153358;1;2018-06-24 10:49:00;2018-06-24 14:10:00
583001;142905;1;2018-06-24 10:49:00;2018-06-24 14:10:00
583002;151432;1;2018-06-24 10:50:00;2018-06-24 14:10:00
583003;151440;1;2018-06-24 10:50:00;2018-06-24 14:10:00
583004;154428;1;2018-06-24 11:11:00;2018-06-24 11:25:00
583005;69151;3;2018-06-24 11:43:00;2018-06-24 20:08:00
583006;78261;1;2018-06-24 11:51:00;2018-06-24 19:51:00
583007;154429;3;2018-06-24 11:52:00;2018-06-24 16:08:00
583008;154430;3;2018-06-24 11:54:00;2018-06-24 16:07:00
583009;112993;1;2018-06-24 11:56:00;2018-06-24 17:15:00
583010;92871;3;2018-06-24 11:59:00;2018-06-24 12:40:00
583011;154431;1;2018-06-24 12:08:00;2018-06-24 17:12:00
583012;139917;1;2018-06-24 12:10:00;2018-06-24 19:06:00
583013;36114;3;2018-06-24 12:15:00;2018-06-24 14:28:00
583014;140169;3;2018-06-24 12:15:00;2018-06-24 14:28:00
583015;151519;1;2018-06-24 12:21:00;2018-06-24 15:57:00
583016;131363;3;2018-06-24 12:26:00;2018-06-24 14:11:00
583017;63956;3;2018-06-24 12:26:00;2018-06-24 14:11:00
583018;73236;3;2018-06-24 12:27:00;2018-06-24 14:11:00
583019;39114;3;2018-06-24 12:28:00;2018-06-24 14:11:00
583020;92871;3;2018-06-24 12:41:00;2018-06-24 14:57:00
583021;137738;3;2018-06-24 12:43:00;2018-06-24 17:18:00
583022;123542;3;2018-06-24 12:46:00;2018-06-24 17:23:00
583023;142120;3;2018-06-24 12:46:00;2018-06-24 15:26:00
583024;153377;1;2018-06-24 12:47:00;2018-06-24 15:11:00
583025;143619;1;2018-06-24 12:47:00;2018-06-24 15:11:00
583026;146059;1;2018-06-24 12:47:00;2018-06-24 15:15:00
583027;153383;1;2018-06-24 12:47:00;2018-06-24 15:15:00
583028;151430;1;2018-06-24 12:48:00;2018-06-24 14:36:00
583029;133904;3;2018-06-24 12:50:00;2018-06-24 17:21:00
583030;140172;3;2018-06-24 13:01:00;2018-06-24 17:19:00
583031;133903;3;2018-06-24 13:06:00;2018-06-24 17:56:00
583032;133894;3;2018-06-24 13:11:00;2018-06-24 17:23:00
583033;54284;3;2018-06-24 13:13:00;2018-06-24 14:11:00
583034;148698;3;2018-06-24 13:13:00;2018-06-24 14:29:00
583035;1008;3;2018-06-24 13:14:00;2018-06-24 14:09:00
583036;118930;3;2018-06-24 13:24:00;2018-06-24 14:13:00
583037;142124;3;2018-06-24 13:44:00;2018-06-24 15:07:00
583038;113212;1;2018-06-24 13:49:00;2018-06-24 15:56:00
583039;137746;3;2018-06-24 14:49:00;2018-06-24 16:33:00
583040;137737;3;2018-06-24 14:49:00;2018-06-24 16:33:00
583041;140169;3;2018-06-24 14:49:00;2018-06-24 16:33:00
583042;153685;1;2018-06-24 14:49:00;2018-06-24 16:15:00
583043;142125;3;2018-06-24 14:49:00;2018-06-24 16:33:00
583044;133897;3;2018-06-24 14:50:00;2018-06-24 16:33:00
583045;137733;3;2018-06-24 14:50:00;2018-06-24 16:33:00
583046;153684;1;2018-06-24 14:50:00;2018-06-24 16:15:00
583047;133893;3;2018-06-24 14:53:00;2018-06-24 16:33:00
583048;113040;3;2018-06-24 15:05:00;2018-06-24 18:55:00
583049;92871;1;2018-06-24 15:18:00;2018-06-24 17:18:00
583050;112995;1;2018-06-24 15:24:00;2018-06-24 17:13:00
583051;154433;1;2018-06-24 15:27:00;2018-06-24 17:13:00
583052;146059;1;2018-06-24 15:44:00;2018-06-24 18:10:00
583053;153377;1;2018-06-24 15:44:00;2018-06-24 18:11:00
583054;143619;1;2018-06-24 15:44:00;2018-06-24 18:11:00
583055;61622;1;2018-06-24 15:52:00;2018-06-24 18:08:00
583056;153383;1;2018-06-24 15:52:00;2018-06-24 18:08:00
583057;151430;1;2018-06-24 16:09:00;2018-06-24 18:12:00
583058;153358;1;2018-06-24 16:23:00;2018-06-24 18:11:00
583059;134267;1;2018-06-24 16:27:00;2018-06-24 17:33:00
583060;154434;3;2018-06-24 16:28:00;2018-06-24 18:56:00
583061;146021;1;2018-06-24 16:42:00;2018-06-24 19:09:00
583062;154435;3;2018-06-24 16:44:00;2018-06-24 18:55:00
583063;142120;3;2018-06-24 16:45:00;2018-06-24 18:37:00
583064;142124;3;2018-06-24 16:47:00;2018-06-24 18:37:00
583065;137733;3;2018-06-24 16:52:00;2018-06-24 18:38:00
583066;133546;3;2018-06-24 16:53:00;2018-06-24 18:38:00
583067;142905;1;2018-06-24 17:13:00;2018-06-24 19:00:00
583068;151440;1;2018-06-24 17:18:00;2018-06-24 18:50:00
583069;108320;1;2018-06-24 17:19:00;2018-06-24 20:30:00
583070;33479;1;2018-06-24 17:19:00;2018-06-24 20:30:00
583071;33664;1;2018-06-24 17:20:00;2018-06-24 20:32:00
583072;108316;1;2018-06-24 17:20:00;2018-06-24 20:31:00
583073;153361;1;2018-06-24 17:20:00;2018-06-24 19:00:00
583074;151442;1;2018-06-24 17:20:00;2018-06-24 19:00:00
583075;153363;1;2018-06-24 17:20:00;2018-06-24 19:00:00
583076;153386;1;2018-06-24 17:20:00;2018-06-24 19:02:00
583077;137031;1;2018-06-24 17:20:00;2018-06-24 19:01:00
583078;137549;1;2018-06-24 17:21:00;2018-06-24 18:50:00
583079;133897;3;2018-06-24 17:21:00;2018-06-24 17:55:00
583080;41945;3;2018-06-24 17:27:00;2018-06-24 21:29:00
583081;51690;3;2018-06-24 17:27:00;2018-06-24 20:49:00
583082;153974;3;2018-06-24 17:41:00;2018-06-24 22:36:00
583083;153971;3;2018-06-24 17:44:00;2018-06-24 22:35:00
583084;153970;3;2018-06-24 17:44:00;2018-06-24 22:37:00
583085;153969;3;2018-06-24 18:00:00;2018-06-24 22:37:00
583086;120761;3;2018-06-24 18:13:00;2018-06-24 19:51:00
583087;133904;3;2018-06-24 18:13:00;2018-06-24 19:52:00
583088;133894;3;2018-06-24 18:13:00;2018-06-24 19:52:00
583089;123542;3;2018-06-24 18:14:00;2018-06-24 19:52:00
583090;154436;3;2018-06-24 18:21:00;2018-06-24 22:41:00
583091;154437;3;2018-06-24 18:26:00;2018-06-24 22:41:00
583092;74704;3;2018-06-24 18:26:00;2018-06-25 03:14:00
583093;137625;3;2018-06-24 18:30:00;2018-06-25 07:01:00
583094;152935;3;2018-06-24 18:30:00;2018-06-24 20:51:00
583095;137738;3;2018-06-24 18:31:00;2018-06-24 19:59:00
583096;137746;3;2018-06-24 18:32:00;2018-06-24 19:58:00
583097;103145;3;2018-06-24 18:32:00;2018-06-24 19:33:00
583098;93005;3;2018-06-24 18:36:00;2018-06-24 19:35:00
583099;70627;3;2018-06-24 18:37:00;2018-06-24 19:34:00
583100;122863;3;2018-06-24 18:50:00;2018-06-24 20:01:00
583101;150922;3;2018-06-24 19:10:00;2018-06-25 07:02:00
583102;133892;3;2018-06-24 19:12:00;2018-06-24 20:04:00
583103;124739;3;2018-06-24 19:15:00;2018-06-24 20:04:00
583104;80725;3;2018-06-24 19:45:00;2018-06-25 07:20:00
583105;120593;3;2018-06-24 20:06:00;2018-06-25 11:26:00
583106;154423;1;2018-06-24 20:12:00;2018-06-25 10:37:00
583107;125317;1;2018-06-24 20:20:00;2018-06-25 05:12:00
583108;96535;3;2018-06-24 20:28:00;2018-06-25 05:15:00
583109;113122;1;2018-06-24 20:42:00;2018-06-25 05:37:00
583110;70985;3;2018-06-24 20:49:00;2018-06-24 21:08:00
583111;41892;1;2018-06-24 20:53:00;2018-06-25 07:21:00
583112;42053;1;2018-06-24 20:58:00;2018-06-24 21:31:00
583113;154409;3;2018-06-24 21:03:00;2018-06-25 09:01:00
583114;154410;3;2018-06-24 21:03:00;2018-06-25 08:58:00
583115;153044;3;2018-06-24 21:09:00;2018-06-25 05:10:00
583116;151767;3;2018-06-24 21:09:00;2018-06-25 05:19:00
583117;154335;1;2018-06-24 21:10:00;2018-06-25 06:31:00
583118;154334;1;2018-06-24 21:10:00;2018-06-25 06:32:00
583119;145659;1;2018-06-24 21:13:00;2018-06-25 08:59:00
583120;145661;1;2018-06-24 21:14:00;2018-06-25 09:00:00
583121;153258;3;2018-06-24 21:26:00;2018-06-25 08:20:00
583122;62405;3;2018-06-24 21:32:00;2018-06-25 07:22:00
583123;154249;3;2018-06-24 21:36:00;2018-06-25 03:08:00
583124;133892;3;2018-06-24 21:41:00;2018-06-25 00:22:00
583125;124739;3;2018-06-24 21:41:00;2018-06-24 23:47:00
583126;137746;3;2018-06-24 21:42:00;2018-06-25 00:12:00
583127;137738;3;2018-06-24 21:42:00;2018-06-25 00:21:00
583128;154439;3;2018-06-24 22:14:00;2018-06-25 04:52:00
583129;154438;3;2018-06-24 22:22:00;2018-06-25 04:52:00
583130;123704;1;2018-06-24 22:59:00;2018-06-25 02:46:00
583131;154440;1;2018-06-24 23:10:00;2018-06-25 07:45:00
583132;154441;1;2018-06-24 23:16:00;2018-06-25 07:45:00
583133;154442;1;2018-06-24 23:20:00;2018-06-25 07:45:00
583134;154443;3;2018-06-24 23:36:00;2018-06-24 23:38:00
583135;142905;1;2018-06-25 01:57:00;2018-06-25 02:59:00
583136;103689;3;2018-06-25 02:15:00;2018-06-25 12:41:00
583137;143383;1;2018-06-25 05:01:00;2018-06-25 12:30:00
583138;151610;3;2018-06-25 05:05:00;2018-06-25 13:46:00
583139;108326;3;2018-06-25 05:13:00;2018-06-25 05:15:00
583140;143280;3;2018-06-25 05:58:00;2018-06-25 06:53:00
583141;142905;1;2018-06-25 06:34:00;2018-06-25 07:38:00
583142;123542;3;2018-06-25 06:52:00;2018-06-25 07:00:00
584107;142905;1;2018-07-03 00:09:00;2018-07-03 04:36:00
584108;151421;1;2018-07-03 00:09:00;2018-07-03 04:52:00
584109;147677;1;2018-07-03 01:08:00;2018-07-03 04:52:00
584110;132585;3;2018-07-03 03:37:00;2018-07-03 15:12:00
584111;89512;1;2018-07-03 05:11:00;2018-07-03 12:37:00
584112;133082;3;2018-07-03 05:29:00;2018-07-03 05:51:00
584113;134516;3;2018-07-03 05:29:00;2018-07-03 05:51:00
584114;127455;3;2018-07-03 05:49:00;2018-07-02 05:56:00
584115;127455;3;2018-07-03 05:59:00;2018-07-03 15:15:00
584116;132587;3;2018-07-03 06:11:00;2018-07-03 15:12:00
584117;17718;3;2018-07-03 06:58:00;2018-07-03 10:52:00
584118;72728;3;2018-07-03 06:58:00;2018-07-03 10:52:00
584119;153013;3;2018-07-03 07:37:00;2018-07-03 11:16:00
584120;151776;1;2018-07-03 07:44:00;2018-07-03 13:10:00
584121;140172;3;2018-07-03 08:21:00;2018-07-03 10:55:00
584122;154593;3;2018-07-03 08:24:00;2018-07-03 14:41:00
584123;154677;3;2018-07-03 08:43:00;2018-07-03 14:40:00
584124;152909;1;2018-07-03 08:54:00;2018-07-03 09:32:00
584125;139556;3;2018-07-03 09:04:00;2018-07-03 10:03:00
584126;139560;3;2018-07-03 09:04:00;2018-07-03 10:04:00
584127;153326;1;2018-07-03 09:23:00;2018-07-03 16:59:00
584128;153328;1;2018-07-03 09:23:00;2018-07-03 16:59:00
584129;153926;1;2018-07-03 09:54:00;2018-07-03 14:51:00
584130;103072;3;2018-07-03 10:08:00;2018-07-03 13:09:00
584131;153874;3;2018-07-03 10:08:00;2018-07-03 13:10:00
584132;87735;1;2018-07-03 10:11:00;2018-07-03 12:24:00
584133;154602;3;2018-07-03 10:20:00;2018-07-03 11:13:00
584134;96774;3;2018-07-03 10:42:00;2018-07-03 14:51:00
584135;127640;1;2018-07-03 10:42:00;2018-07-03 14:49:00
584136;121864;1;2018-07-03 10:47:00;2018-07-03 13:07:00
